,InocS_1,InocS_2,InocS_3,InocHypS_1,InocHypS_2,InocHypS_3,InocR_1,InocR_2,InocR_3
Eucgr.E01696.1,45,285,103,368,195,462,80,95,91
Eucgr.E01203.1,3,2,0,1,2,1,3,0,0
Eucgr.E04341.1,661,377,607,324,274,384,345,479,308
Eucgr.E00877.1,33,12,13,32,35,48,375,261,276
Eucgr.E02566.1,1,8,1,5,0,0,12,5,16
Eucgr.E01491.1,0,0,0,0,0,0,0,0,0
Eucgr.E02785.1,3140,2852,3236,2781,2480,3172,1981,2356,2388
Eucgr.E02141.1,0,0,0,0,0,2,0,0,0
Eucgr.E00726.1,1,1,3,0,0,0,0,0,0
Eucgr.E00710.1,1,0,0,0,0,0,1,0,0
Eucgr.E02863.1,137,111,143,44,50,51,149,71,34
Eucgr.E01638.1,0,0,0,0,0,0,0,0,0
Eucgr.E00325.1,174,215,253,116,139,131,197,155,219
Eucgr.E00805.1,511,552,495,686,509,752,546,546,752
Eucgr.E03639.1,0,0,0,0,1,0,6,0,0
Eucgr.E04363.1,0,0,0,0,0,0,0,0,0
Eucgr.E04339.1,2,2,3,0,0,0,2,0,0
Eucgr.E01025.1,530,603,491,298,333,293,540,474,556
Eucgr.K01960.1,0,6,1,2,3,3,5,1,3
Eucgr.E00895.1,1,1,1,0,0,0,0,3,2
Eucgr.E01627.1,0,0,0,0,0,0,0,0,0
Eucgr.E02925.1,0,0,0,0,0,0,0,0,0
Eucgr.E03691.1,2,0,4,0,0,0,0,0,0
Eucgr.E00263.1,686,605,928,1022,986,1054,1017,1036,977
Eucgr.E00518.1,118,125,129,104,72,81,122,83,107
Eucgr.E03793.1,3,27,0,49,36,46,23,15,30
Eucgr.E02443.1,0,0,0,0,0,0,0,0,0
Eucgr.E00391.1,0,0,0,0,0,0,0,0,0
Eucgr.E01044.1,1,0,0,0,0,0,0,0,0
Eucgr.E02022.1,9,0,3,8,2,10,0,11,33
Eucgr.E02478.1,327,137,370,337,264,352,213,343,227
Eucgr.E01739.1,0,0,0,0,0,0,0,0,0
Eucgr.E00678.1,0,0,0,0,0,0,0,0,0
Eucgr.E00841.1,20,21,14,15,13,19,17,18,25
Eucgr.E04194.1,37,18,20,1,1,0,51,0,0
Eucgr.E02253.1,6,1,10,6,1,2,4,16,4
Eucgr.E01120.1,59,14,47,24,41,23,74,46,52
Eucgr.E01468.1,0,0,0,0,0,0,0,0,0
Eucgr.E01684.1,4,5,3,4,3,15,9,9,15
Eucgr.E00273.1,937,60,561,4,171,22,118,237,244
Eucgr.E03560.1,1,0,0,0,0,0,0,0,0
Eucgr.E01051.1,1692,2421,2047,3581,2587,3258,1791,1717,1835
Eucgr.E00246.1,10,18,28,12,17,30,10,11,13
Eucgr.E03451.1,1,0,0,0,0,0,0,0,0
Eucgr.E02802.1,4,0,14,0,0,1,0,0,0
Eucgr.E00469.1,0,0,0,0,0,0,0,0,0
Eucgr.E03427.1,124,2,125,1,1,2,1,0,8
Eucgr.E03832.1,524,513,519,446,380,466,479,435,486
Eucgr.E00870.1,235,355,208,264,170,315,266,246,212
Eucgr.E00148.1,0,2,1,20,12,9,6,3,2
Eucgr.E04160.1,0,0,0,0,0,0,0,0,0
Eucgr.E00195.1,0,0,0,0,2,2,5,2,1
Eucgr.E03870.1,0,0,0,0,0,0,0,0,0
Eucgr.E02693.1,0,0,0,0,0,0,0,0,0
Eucgr.E01722.1,378,358,350,467,349,473,448,319,398
Eucgr.E01777.1,208,101,177,94,130,176,294,213,441
Eucgr.E00828.1,826,1435,1076,2041,1368,1828,1011,985,1132
Eucgr.E01092.1,39,130,39,404,315,361,66,105,304
Eucgr.E00173.1,395,196,442,185,189,269,395,356,357
Eucgr.K01948.1,509,598,483,783,526,755,647,552,637
Eucgr.E03056.1,8,108,4,457,406,502,496,40,24
Eucgr.E03069.1,50,124,53,106,107,121,234,19,332
Eucgr.E03894.1,7,5,3,6,5,5,21,21,44
Eucgr.E03909.1,11,32,6,20,0,7,43,132,223
Eucgr.E00541.1,0,0,0,0,0,1,4,0,3
Eucgr.E03122.1,18,6,20,122,101,127,9,66,10
Eucgr.E04046.1,6,1,14,22,9,21,3,0,17
Eucgr.E02519.1,0,4,0,1,8,1,0,0,1
Eucgr.E03300.1,0,0,0,0,0,0,0,0,0
Eucgr.E00921.1,0,0,0,0,0,0,0,0,0
Eucgr.E01871.1,1,5,6,0,5,8,2,9,3
Eucgr.E00171.1,22,49,32,85,98,89,182,81,195
Eucgr.E03386.1,0,0,0,0,0,0,0,0,0
Eucgr.E03469.1,0,0,0,0,0,0,0,0,0
Eucgr.E03463.1,67,103,79,102,91,116,102,60,98
Eucgr.E03146.1,0,0,0,4,2,8,0,0,17
Eucgr.E01819.1,22,0,28,16,15,11,6,37,24
Eucgr.E03005.1,180,38,44,59,95,121,49,0,19
Eucgr.E00184.1,2,4,3,2,0,9,8,4,12
Eucgr.E00035.1,0,0,0,0,0,0,0,0,0
Eucgr.E01231.1,0,7,2,0,1,0,3,4,1
Eucgr.E01626.1,0,0,0,0,0,0,0,0,0
Eucgr.E03235.1,15,2,11,7,7,15,1,6,4
Eucgr.E01271.1,84,346,64,219,182,160,1,123,1
Eucgr.E03996.1,0,3,0,1,4,2,7,7,15
Eucgr.E03223.1,0,0,1,0,0,0,0,0,0
Eucgr.E01772.1,48,94,54,39,46,69,80,80,145
Eucgr.E00689.1,0,0,0,0,0,0,0,0,0
Eucgr.E02947.1,0,0,0,16,17,29,0,1,0
Eucgr.D01589.1,2,5,0,0,0,0,7,0,6
Eucgr.E01947.1,0,0,0,0,0,0,0,0,0
Eucgr.E04173.1,4,3,2,5,2,13,0,0,4
Eucgr.E03046.1,0,0,0,0,0,0,0,0,0
Eucgr.E02194.1,0,0,0,0,0,0,1,0,0
Eucgr.E01907.1,0,0,0,0,0,0,0,0,0
Eucgr.E00652.1,554,531,526,445,441,441,816,1263,629
Eucgr.E01726.1,17,14,14,21,14,20,24,25,16
Eucgr.E01063.1,8,3,11,16,6,28,31,9,21
Eucgr.E00758.1,0,0,0,0,0,0,0,0,0
Eucgr.E00449.1,0,0,0,0,0,0,0,0,0
Eucgr.E04250.1,483,289,674,536,622,663,246,695,366
Eucgr.E00859.1,188,215,216,221,190,240,190,180,187
Eucgr.E03091.1,30,4,22,25,25,30,12,3,5
Eucgr.E00480.1,9,4,12,3,4,1,43,6,6
Eucgr.E01501.1,1,3,9,0,0,0,0,0,0
Eucgr.E03966.1,0,0,0,0,0,0,0,0,0
Eucgr.E04027.1,0,0,0,0,0,0,0,0,1
Eucgr.E04257.1,170,272,206,327,349,383,182,63,789
Eucgr.E04292.1,4,8,1,8,46,23,24,23,4
Eucgr.E04275.1,0,0,0,0,2,0,2,0,6
Eucgr.E02499.1,4,1,0,1,3,2,0,4,9
Eucgr.E01515.1,0,0,0,0,0,0,0,0,0
Eucgr.E02833.1,0,0,0,0,0,0,0,0,0
Eucgr.E01884.1,34,35,25,25,28,41,22,33,126
Eucgr.E00254.1,10,0,3,6,1,0,0,3,0
Eucgr.E00581.1,12,5,9,0,1,0,1,14,24
Eucgr.E01385.1,2,8,2,0,1,9,0,5,2
Eucgr.E03413.1,0,0,0,1,0,0,0,0,1
Eucgr.E04238.1,460,352,308,287,138,474,334,188,261
Eucgr.E03985.1,79,57,99,54,39,60,113,99,64
Eucgr.E03864.1,0,0,0,0,0,0,0,0,1
Eucgr.E00645.1,54,25,25,22,16,37,79,65,103
Eucgr.E00916.1,0,0,0,0,0,2,0,0,0
Eucgr.E03348.1,473,474,557,735,667,729,921,944,1138
Eucgr.E03567.1,0,0,0,0,0,0,0,0,0
Eucgr.E01167.1,0,0,0,0,0,0,0,0,0
Eucgr.E00684.1,0,1,0,0,0,1,1,1,0
Eucgr.E01824.1,0,0,0,0,0,0,0,0,0
Eucgr.E03798.1,698,1014,671,1124,774,1167,599,1012,593
Eucgr.E02751.1,3066,2118,2984,4147,4566,9405,8631,11115,9404
Eucgr.D01580.1,0,0,0,0,0,0,0,0,0
Eucgr.E01662.1,616,728,653,806,708,745,522,706,698
Eucgr.E02057.1,0,0,0,0,0,0,0,0,0
Eucgr.E03273.1,1,0,0,0,0,0,0,0,0
Eucgr.E00425.1,78,16,56,0,1,1,2,109,68
Eucgr.E03602.1,0,0,0,0,0,0,0,0,0
Eucgr.E00095.1,0,9,0,37,23,33,23,69,87
Eucgr.E03955.1,227,298,321,365,306,397,269,277,275
Eucgr.E02754.1,0,0,0,0,0,2,0,1,6
Eucgr.E01148.1,1,0,1,0,0,0,0,1,0
Eucgr.E00661.1,1,2,0,0,0,2,1,0,2
Eucgr.E03209.1,1,0,1,0,0,4,0,0,0
Eucgr.E00537.1,0,0,0,0,1,0,6,3,1
Eucgr.E01680.1,6,4,2,16,12,18,10,16,1
Eucgr.E02247.1,0,0,0,0,0,0,0,0,0
Eucgr.E01545.1,159,201,144,233,163,243,185,164,219
Eucgr.E00402.1,661,639,719,765,623,805,675,544,708
Eucgr.E02395.1,15,17,20,35,18,37,91,53,140
Eucgr.E02992.1,0,0,0,0,0,0,0,0,0
Eucgr.E00526.1,208,214,158,59,84,85,830,251,260
Eucgr.E03115.1,6,6,5,22,3,8,6,2,0
Eucgr.E01664.1,1,0,0,0,0,0,0,0,5
Eucgr.E01904.1,5,2,4,12,3,7,4,3,10
Eucgr.E03807.1,666,1455,763,3958,2172,3121,637,811,526
Eucgr.E02070.1,0,1,2,8,6,1,6,0,0
Eucgr.E02191.1,0,0,0,0,0,1,0,0,0
Eucgr.E01799.1,21,0,23,4,11,7,0,12,1
Eucgr.E01056.1,3,2,0,0,2,7,5,4,11
Eucgr.E03954.1,684,636,598,390,390,494,823,583,732
Eucgr.E03740.1,1,9,0,2,8,2,26,35,15
Eucgr.D01596.1,0,2,0,2,0,3,1,2,4
Eucgr.E00472.1,12,20,19,10,17,17,29,18,27
Eucgr.E04000.1,188,303,221,354,279,385,255,365,572
Eucgr.E00792.1,18,14,14,17,16,23,28,70,26
Eucgr.E02040.1,0,6,0,7,2,11,3,0,7
Eucgr.E02742.1,340,401,287,356,328,374,514,330,432
Eucgr.E00747.1,49,35,35,1,1,0,15,17,25
Eucgr.E00918.1,2,0,2,20,12,28,0,31,10
Eucgr.E04346.1,0,0,0,0,0,0,0,0,0
Eucgr.E00669.1,0,0,0,0,0,0,0,0,0
Eucgr.E03310.1,19,8,17,7,12,9,19,25,34
Eucgr.E01594.1,0,0,0,0,0,0,0,1,0
Eucgr.E01188.1,0,0,0,0,0,0,0,0,0
Eucgr.E02826.1,1,0,0,0,0,0,0,0,0
Eucgr.E00815.1,47,1,17,0,10,0,18,55,2
Eucgr.E01779.1,979,951,1289,1530,1100,1551,639,495,737
Eucgr.E01982.1,1,6,0,3,0,1,0,1,3
Eucgr.E00250.1,112,117,86,95,74,112,49,65,72
Eucgr.E02289.1,0,0,0,0,0,0,0,0,0
Eucgr.E02376.1,8,12,6,7,7,29,5,10,123
Eucgr.E04240.1,270,377,277,329,223,283,331,327,333
Eucgr.E02835.1,0,1,0,6,0,12,0,2,4
Eucgr.E01339.1,84,57,71,62,45,80,125,91,128
Eucgr.E03942.1,1,1,1,2,2,5,0,0,0
Eucgr.E02588.1,13,0,9,7,3,7,48,7,10
Eucgr.E03159.1,0,0,0,0,0,0,0,0,0
Eucgr.E04282.1,0,1,0,0,0,0,0,2,0
Eucgr.E01891.1,0,1,0,2,1,0,32,1,0
Eucgr.E00442.1,1,0,1,0,0,0,0,0,0
Eucgr.E02649.1,4,19,3,0,2,0,4,1,3
Eucgr.E02337.1,0,0,0,0,0,0,3,0,1
Eucgr.E00540.1,706,1825,809,1657,913,1484,383,245,400
Eucgr.E01230.1,71,125,38,143,68,113,0,60,119
Eucgr.E01612.1,0,0,0,0,0,0,3,0,2
Eucgr.E00374.1,318,303,271,175,162,158,238,157,266
Eucgr.E01803.1,39,34,26,0,4,4,41,33,73
Eucgr.E02492.1,238,406,316,251,238,218,261,190,323
Eucgr.E04061.1,0,200,0,156,93,68,108,0,0
Eucgr.E03019.1,1,0,3,0,0,0,0,0,0
Eucgr.D01628.1,253,235,251,217,235,317,534,411,528
Eucgr.E02460.1,5,0,1,3,2,13,1,23,60
Eucgr.E01154.1,98,88,96,117,86,106,166,135,138
Eucgr.E00028.1,26,11,23,16,26,29,43,40,30
Eucgr.E00071.1,170,128,156,44,52,59,132,97,150
Eucgr.E01758.1,0,2,0,5,11,19,19,2,37
Eucgr.E03176.1,0,0,1,0,0,0,0,0,0
Eucgr.E01474.1,269,227,221,110,171,113,519,276,173
Eucgr.E03669.1,0,0,0,0,0,0,0,0,0
Eucgr.E02609.1,3,4,1,1,3,5,0,1,0
Eucgr.E03579.1,0,1,0,4,0,3,0,0,3
Eucgr.E02277.1,0,4,0,0,0,0,6,0,3
Eucgr.E00241.1,0,0,0,0,0,0,0,0,0
Eucgr.E02026.1,0,0,0,0,0,0,0,0,0
Eucgr.E03261.1,287,404,293,497,315,459,708,510,500
Eucgr.E03825.1,1,2,0,4,4,7,4,7,4
Eucgr.E01404.1,0,0,0,0,0,0,1,0,0
Eucgr.E02796.1,0,0,0,0,0,0,0,0,0
Eucgr.E00546.1,0,0,0,0,0,0,0,0,0
Eucgr.E03032.1,0,0,0,0,0,0,0,0,0
Eucgr.E00160.1,0,0,1,9,9,4,0,0,0
Eucgr.E03853.1,2693,3213,2664,3001,2101,2983,2042,1523,1983
Eucgr.E02934.1,0,0,0,1,0,0,0,0,18
Eucgr.E03592.1,52,38,22,3,2,8,15,21,29
Eucgr.E02782.1,0,0,0,0,0,0,0,0,0
Eucgr.E00294.1,0,0,0,0,0,0,0,0,0
Eucgr.E02079.1,0,0,0,0,0,0,0,0,0
Eucgr.E03934.1,0,0,0,0,0,0,0,0,0
Eucgr.E00312.1,18,11,18,21,13,9,30,17,23
Eucgr.E00141.1,408,696,462,443,448,518,533,462,581
Eucgr.E01322.1,657,1021,831,1243,990,1084,519,688,747
Eucgr.E04049.1,1,0,1,15,3,12,6,11,41
Eucgr.E00462.1,15,9,8,39,17,22,28,15,23
Eucgr.E01562.1,1,0,2,0,0,0,17,2,0
Eucgr.E01143.1,0,0,0,0,0,0,0,0,0
Eucgr.E02320.1,0,0,0,0,0,0,0,0,0
Eucgr.E02325.1,0,0,0,0,0,0,0,0,0
Eucgr.E00514.1,534,741,709,657,475,769,306,624,506
Eucgr.E03588.1,1,0,0,0,0,0,1,1,0
Eucgr.E01601.1,0,0,0,0,0,0,0,0,0
Eucgr.E04362.1,9,25,9,50,41,74,69,18,15
Eucgr.E01022.1,230,400,279,325,268,372,297,248,529
Eucgr.E01740.1,454,594,491,557,436,583,455,383,219
Eucgr.E00507.1,0,0,0,0,0,0,0,0,0
Eucgr.E00869.1,109,203,129,221,157,252,179,221,218
Eucgr.E03888.1,0,0,0,0,0,0,0,0,0
Eucgr.E01416.1,1218,1692,1600,2376,1714,2402,1186,1171,1396
Eucgr.E00210.1,417,321,343,327,300,478,562,732,859
Eucgr.K01968.1,0,0,0,0,0,0,0,0,0
Eucgr.E04266.1,0,0,0,3,2,12,0,14,3
Eucgr.E02371.1,0,0,0,0,0,0,0,0,0
Eucgr.E03660.1,0,0,0,0,0,0,0,0,0
Eucgr.E00266.1,0,8,3,2,0,1,59,46,43
Eucgr.E01869.1,0,0,0,0,0,0,0,0,0
Eucgr.E03919.1,30,32,49,11,13,9,51,89,30
Eucgr.E02421.1,0,0,0,1,0,0,0,0,0
Eucgr.E00219.1,2,0,1,0,0,2,0,0,0
Eucgr.E03593.1,116,101,157,151,111,168,80,144,109
Eucgr.E01452.1,0,0,0,0,0,0,0,0,0
Eucgr.E02762.1,791,903,821,898,673,907,655,685,736
Eucgr.E03621.1,2,4,0,0,1,0,0,3,0
Eucgr.E02899.1,69,26,85,206,183,255,235,379,161
Eucgr.E00394.1,1004,1376,945,1310,936,1453,1119,737,1188
Eucgr.E00412.1,41,24,26,1,0,7,5,8,24
Eucgr.E00031.1,0,0,0,0,0,0,0,0,0
Eucgr.E03363.1,0,0,0,1,0,0,0,0,0
Eucgr.E01762.1,0,0,0,0,0,0,0,0,0
Eucgr.E03979.1,0,0,0,0,0,0,0,0,0
Eucgr.E01919.1,0,0,0,0,0,0,0,0,0
Eucgr.E00662.1,0,0,0,0,0,0,0,0,3
Eucgr.E01424.1,0,0,1,0,0,0,0,0,0
Eucgr.E03611.1,17,23,26,36,34,40,68,37,48
Eucgr.E04125.1,0,0,0,0,0,0,0,0,0
Eucgr.E03992.1,257,206,318,347,247,320,261,263,249
Eucgr.E03684.1,50,29,43,26,35,44,85,101,18
Eucgr.E01789.1,22,8,6,0,4,4,44,39,915
Eucgr.E02978.1,0,0,0,0,0,0,0,0,3
Eucgr.E00549.1,0,0,0,0,0,0,0,0,0
Eucgr.E02448.1,71,20,71,21,39,42,216,66,160
Eucgr.E01318.1,0,0,0,1,0,0,0,1,1
Eucgr.E03092.1,0,4,0,1,0,1,0,0,0
Eucgr.E03636.1,0,0,0,0,2,0,0,0,0
Eucgr.E03732.1,2,0,0,0,0,1,7,8,2
Eucgr.E03645.1,0,36,1,34,20,52,29,35,142
Eucgr.E02282.1,28,3,30,8,4,14,53,31,30
Eucgr.E00486.1,79,78,106,55,41,54,76,65,114
Eucgr.E03739.1,1,1,5,1,1,0,1,0,0
Eucgr.E03330.1,54,84,51,157,119,164,102,103,193
Eucgr.E01342.1,44,30,64,78,98,76,104,108,142
Eucgr.E01697.1,375,518,504,574,469,600,430,556,478
Eucgr.E02009.1,595,651,599,620,470,556,626,431,599
Eucgr.E00796.1,2,6,4,3,11,23,22,3,11
Eucgr.E04372.1,0,0,0,0,0,0,0,0,0
Eucgr.E02595.1,0,0,0,0,0,0,9,0,0
Eucgr.E04246.1,0,0,0,0,0,0,0,0,0
Eucgr.E01874.1,165,180,182,99,118,168,80,88,104
Eucgr.E04054.1,684,876,671,942,768,931,779,628,636
Eucgr.E02774.1,0,0,0,0,0,0,0,0,0
Eucgr.E04023.1,0,0,3,20,19,11,0,3,16
Eucgr.E01963.1,2300,2293,2304,2160,1632,2172,1624,1580,2163
Eucgr.E00496.1,107,130,63,75,99,78,200,98,133
Eucgr.E03306.1,0,0,1,3,1,0,0,0,0
Eucgr.E00416.1,0,0,0,0,0,0,0,0,0
Eucgr.E03927.1,410,243,337,243,262,370,239,246,185
Eucgr.E02523.1,3,6,5,0,0,0,40,0,43
Eucgr.E00850.1,165,103,91,191,231,159,53,156,170
Eucgr.E03925.1,5,7,13,10,9,22,97,170,219
Eucgr.E03167.1,0,0,0,0,0,0,0,0,0
Eucgr.E00437.1,0,0,2,0,1,0,2,0,10
Eucgr.K01972.1,0,0,0,0,0,0,0,0,0
Eucgr.E04008.1,0,0,0,0,0,0,0,0,0
Eucgr.E04199.1,2,2,8,5,7,2,1,3,0
Eucgr.E00257.1,0,2,0,0,0,5,2,0,0
Eucgr.E00001.1,1907,857,1646,367,443,547,1184,678,374
Eucgr.E02918.1,0,0,0,0,0,0,0,0,0
Eucgr.E00629.1,462,326,309,335,250,298,364,540,327
Eucgr.E01042.1,2,0,0,0,1,0,0,0,0
Eucgr.E00091.1,28,253,81,182,109,242,76,127,57
Eucgr.E03744.1,43,111,33,32,70,65,134,246,283
Eucgr.E03559.1,0,0,0,0,0,0,0,0,22
Eucgr.E02798.1,1,17,3,4,12,22,10,11,15
Eucgr.E00444.1,83,75,84,21,33,27,173,112,119
Eucgr.E00421.1,3,13,6,9,7,8,15,14,14
Eucgr.E03204.1,29,0,29,0,0,0,0,72,0
Eucgr.E02363.1,11,30,12,9,10,9,79,17,52
Eucgr.E01066.1,0,0,0,0,0,0,0,0,0
Eucgr.E00454.1,4,4,6,9,19,24,5,15,24
Eucgr.E03077.1,5,10,3,5,0,0,1,1,4
Eucgr.E01131.1,5,5,1,1,4,3,0,2,10
Eucgr.E03433.1,122,379,147,266,162,211,207,133,110
Eucgr.E03256.1,2,0,2,2,4,6,4,6,9
Eucgr.E00564.1,0,0,0,3,0,1,0,0,0
Eucgr.E02728.1,0,1,0,1,1,0,0,1,0
Eucgr.E01068.1,79,51,84,34,41,74,2734,591,6225
Eucgr.E01488.1,16,0,4,0,0,0,2,0,12
Eucgr.E03231.1,0,0,0,0,0,0,0,0,0
Eucgr.E02903.1,0,2,0,0,4,1,0,0,0
Eucgr.E04206.1,0,0,0,169,242,279,0,0,292
Eucgr.E01252.1,3,5,16,12,3,16,22,21,38
Eucgr.E01396.1,58,137,110,18,27,29,7,38,24
Eucgr.E00383.1,8,25,9,20,14,17,57,48,123
Eucgr.E00554.1,7,0,0,7,2,0,16,13,1
Eucgr.E01052.1,19,23,35,9,2,7,24,17,12
Eucgr.E01032.1,264,370,355,526,388,475,195,293,286
Eucgr.E04110.1,0,0,0,0,0,1,0,0,0
Eucgr.E02665.1,0,0,0,1,2,3,10,2,0
Eucgr.E01374.1,0,0,0,0,0,0,0,1,13
Eucgr.E01956.1,0,0,0,46,21,28,3,42,41
Eucgr.E02881.1,294,566,300,245,157,401,631,591,1554
Eucgr.E01427.1,0,0,0,0,0,0,0,0,0
Eucgr.E01283.1,0,8,0,0,2,0,3,1,5
Eucgr.E02712.1,281,356,306,194,173,238,233,262,302
Eucgr.E01249.1,327,111,214,79,138,138,422,601,493
Eucgr.E00889.1,830,1084,951,1411,990,1536,677,793,858
Eucgr.E02482.1,1548,448,989,141,428,319,596,416,1031
Eucgr.E04038.1,0,0,0,0,0,0,0,0,0
Eucgr.E03599.1,0,0,0,0,2,1,0,1,2
Eucgr.E02314.1,280,32,207,68,42,55,28,156,1
Eucgr.E04152.1,489,101,234,54,166,131,15,334,128
Eucgr.E02530.1,0,0,0,0,0,0,0,0,0
Eucgr.E01575.1,8,1,12,2,3,6,1,1,2
Eucgr.E02143.1,1,1,7,8,6,10,0,4,74
Eucgr.E03282.1,31,34,42,81,71,92,39,62,90
Eucgr.E02892.1,276,357,360,1585,1058,2567,132,665,1608
Eucgr.E04352.1,0,0,0,0,0,0,0,0,0
Eucgr.E03989.1,0,0,0,0,0,0,0,9,0
Eucgr.E01244.1,1313,1366,1517,1253,1109,1918,1229,2261,2755
Eucgr.E00633.1,242,505,240,521,390,502,293,249,315
Eucgr.E00051.1,43,24,53,45,25,59,40,43,55
Eucgr.E00224.1,370,370,288,256,203,273,299,216,359
Eucgr.E02473.1,26,31,19,14,24,10,16,21,22
Eucgr.E03212.1,0,5,0,6,1,3,1,0,0
Eucgr.E02463.1,0,0,0,0,0,0,0,0,0
Eucgr.E01264.1,0,0,0,0,0,0,0,0,0
Eucgr.E03405.1,6,0,0,1,2,2,1,2,0
Eucgr.E02644.1,2,0,3,0,0,0,0,2,1
Eucgr.E00837.1,1317,2422,1598,1719,1432,2109,1438,2471,3498
Eucgr.E00730.1,0,0,0,32,23,35,0,0,9
Eucgr.E00832.1,508,361,368,138,118,176,158,193,219
Eucgr.E03980.1,28,22,30,8,4,14,24,13,8
Eucgr.E00801.1,0,1,0,1,0,0,2,0,0
Eucgr.E03425.1,239,344,261,483,342,422,258,330,326
Eucgr.E01349.1,0,0,0,0,0,0,0,0,0
Eucgr.E01352.1,1642,1959,1813,2407,1628,2098,1365,1232,1323
Eucgr.E00201.1,32,47,27,51,29,40,11,9,4
Eucgr.D01608.1,0,0,0,0,0,0,0,0,0
Eucgr.E02205.1,0,0,0,0,0,0,0,0,0
Eucgr.E01110.1,68,28,53,51,55,84,39,93,2043
Eucgr.E00339.1,3,3,2,3,8,3,10,7,5
Eucgr.E02125.1,12,13,12,1,2,2,11,7,2
Eucgr.E02597.1,0,14,2,11,11,10,0,21,0
Eucgr.E03418.1,3930,1633,3744,3674,3861,4856,3673,5153,4691
Eucgr.E00751.1,0,0,0,0,0,0,0,0,0
Eucgr.E01932.1,0,0,0,0,0,0,0,0,0
Eucgr.E01883.1,12,1,15,4,6,2,71,3,2
Eucgr.E01518.1,0,0,0,0,0,0,0,0,0
Eucgr.E00477.1,1117,1423,1100,2215,1581,1962,1070,1290,1344
Eucgr.E02010.1,497,598,489,626,453,603,546,379,552
Eucgr.E04181.1,44,64,26,108,63,66,57,37,27
Eucgr.E00229.1,80,122,133,101,87,138,151,126,125
Eucgr.E00016.1,102,46,103,5,5,9,9,22,23
Eucgr.E01609.1,3004,3415,3472,3934,2741,4009,2622,2493,2894
Eucgr.E00452.1,523,240,548,253,205,337,139,115,179
Eucgr.E01361.1,0,0,0,0,0,0,0,0,0
Eucgr.E02428.1,397,376,368,457,436,441,525,480,447
Eucgr.E04325.1,3,6,2,3,4,14,12,8,0
Eucgr.E02053.1,0,0,0,0,0,0,0,0,0
Eucgr.E01151.1,994,1274,1021,1356,1014,1387,827,810,974
Eucgr.E01172.1,0,0,0,8,11,2,0,1,0
Eucgr.E01998.1,4,6,1,15,12,12,7,4,1
Eucgr.E02066.1,0,0,0,7,5,2,4,0,0
Eucgr.E04293.1,32,59,40,66,33,69,29,32,39
Eucgr.E01731.1,0,0,0,0,0,0,0,0,0
Eucgr.D01640.1,0,0,0,0,0,0,0,0,0
Eucgr.E04313.1,1233,1306,1583,1696,1413,1644,1135,1432,1809
Eucgr.E03352.1,1255,1482,1359,1512,1194,1378,1058,909,1263
Eucgr.E01631.1,571,476,536,324,273,428,548,435,501
Eucgr.E01863.1,64,307,58,12,11,28,90,127,50
Eucgr.E04203.1,3,40,8,25,6,28,17,92,0
Eucgr.D01624.1,1,0,1,0,0,0,4,0,0
Eucgr.E02081.1,0,1,0,10,12,7,7,25,8
Eucgr.E02387.1,0,0,0,0,0,0,0,0,0
Eucgr.E02331.1,3,2,2,1,1,5,3,2,3
Eucgr.E00133.1,0,0,3,0,0,0,3,0,75
Eucgr.E03981.1,2667,6090,4247,8230,5553,7964,2981,2497,3424
Eucgr.E00025.1,39,24,25,5,3,4,40,46,53
Eucgr.E01373.1,3,0,0,2,1,12,1,16,21
Eucgr.E00090.1,21,29,12,0,0,0,16,15,17
Eucgr.E03161.1,0,1,0,165,71,135,1,0,53
Eucgr.E02652.1,0,0,0,1,0,0,0,0,0
Eucgr.E00808.1,0,0,1,1,0,0,0,0,1
Eucgr.E02380.1,225,270,237,308,265,344,284,276,304
Eucgr.E01335.1,372,500,381,264,204,277,361,227,335
Eucgr.E00596.1,66,41,41,7,24,35,64,39,86
Eucgr.E00891.1,0,0,0,7,1,4,0,3,28
Eucgr.E00006.1,17,19,27,36,19,20,12,17,18
Eucgr.E01159.1,0,0,0,0,0,0,0,0,0
Eucgr.E03754.1,31,18,5,1,4,0,0,0,11
Eucgr.D01612.1,1893,3388,2413,1615,1321,1583,2279,1958,2672
Eucgr.E04319.1,619,722,883,983,829,1198,803,1030,1115
Eucgr.E03339.1,0,2,2,3,4,0,0,0,0
Eucgr.E01033.1,270,268,291,177,159,197,351,328,325
Eucgr.E04057.1,989,1078,1041,476,670,665,859,778,1107
Eucgr.E04077.1,432,628,474,707,528,719,583,446,597
Eucgr.E00871.1,763,857,742,1130,901,1408,1842,1561,1845
Eucgr.E04308.1,683,840,775,506,441,597,925,736,1212
Eucgr.E03874.1,566,167,407,79,219,164,3065,1151,1647
Eucgr.E00445.1,1292,2053,1488,1956,1563,2276,1545,2074,2080
Eucgr.E00101.1,2165,2585,2334,2824,1898,2601,2138,1909,1961
Eucgr.E02973.1,0,0,0,0,0,3,19,0,65
Eucgr.E04307.1,87,32,79,55,33,47,79,90,110
Eucgr.E02489.1,0,1,0,1,0,1,0,6,3
Eucgr.E00128.1,0,0,0,0,0,1,0,6,50
Eucgr.E01170.1,1258,1675,1317,1179,1354,1741,4930,5708,5275
Eucgr.K01964.1,98,306,94,319,191,258,61,79,171
Eucgr.E02304.1,0,2,3,0,0,1,0,0,0
Eucgr.E03238.1,0,1,1,1,0,2,0,1,0
